InvoiceID,CustomerID,BillToCustomerID,OrderID,DeliveryMethodID,ContactPersonID,AccountsPersonID,SalespersonPersonID,PackedByPersonID,InvoiceDate,CustomerPurchaseOrderNumber,IsCreditNote,CreditNoteReason,Comments,DeliveryInstructions,InternalComments,TotalDryItems,TotalChillerItems,DeliveryRun,RunPosition,ReturnedDeliveryData,ConfirmedDeliveryTime,ConfirmedReceivedBy,LastEditedBy,LastEditedWhen
867,169,1,895,3,1337,1001,14,10,2013-01-16,13934,0,NULL,NULL,"Unit 88, 391 Cindric Boulevard",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1917""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T08:10:00"",""ConNote"":""EAN-125-1917"",""DriverID"":13,""Latitude"":41.7749592,""Longitude"":-107.1131030,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T08:10:00"",""ReceivedBy"":""Nils Balodis""}",2013-01-17 08:10:00.0000000,Nils Balodis,13,2013-01-17 07:00:00.0000000
868,403,401,893,3,2005,2001,6,10,2013-01-16,16079,0,NULL,NULL,"Suite 56, 1750 Lampsa Road",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1918""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T08:15:00"",""ConNote"":""EAN-125-1918"",""DriverID"":13,""Latitude"":33.2986656,""Longitude"":-111.2895709,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T08:15:00"",""ReceivedBy"":""Parsa Reuser""}",2013-01-17 08:15:00.0000000,Parsa Reuser,13,2013-01-17 07:00:00.0000000
869,409,401,878,3,2017,2001,16,10,2013-01-16,16384,0,NULL,NULL,"Unit 301, 1612 TunC Avenue",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1919""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T08:20:00"",""ConNote"":""EAN-125-1919"",""DriverID"":13,""Latitude"":41.2867896,""Longitude"":-124.0597937,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T08:20:00"",""ReceivedBy"":""Dimitry Nechita""}",2013-01-17 08:20:00.0000000,Dimitry Nechita,13,2013-01-17 07:00:00.0000000
870,419,401,890,3,2037,2001,6,10,2013-01-16,12107,0,NULL,NULL,"Suite 150, 1050 Tu Boulevard",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1920""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T08:25:00"",""ConNote"":""EAN-125-1920"",""DriverID"":13,""Latitude"":30.5926937,""Longitude"":-85.3927045,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T08:25:00"",""ReceivedBy"":""Gireesh Bhogireddy""}",2013-01-17 08:25:00.0000000,Gireesh Bhogireddy,13,2013-01-17 07:00:00.0000000
871,419,401,859,3,2037,2001,20,10,2013-01-16,10572,0,NULL,NULL,"Suite 150, 1050 Tu Boulevard",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1921""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T08:30:00"",""ConNote"":""EAN-125-1921"",""DriverID"":13,""Latitude"":30.5926937,""Longitude"":-85.3927045,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T08:30:00"",""ReceivedBy"":""Gireesh Bhogireddy""}",2013-01-17 08:30:00.0000000,Gireesh Bhogireddy,13,2013-01-17 07:00:00.0000000
872,422,401,874,3,2043,2001,3,10,2013-01-16,16617,0,NULL,NULL,"Unit 42, 323 Buecek Crescent",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1922""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T08:35:00"",""ConNote"":""EAN-125-1922"",""DriverID"":13,""Latitude"":46.7309580,""Longitude"":-120.6995160,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T08:35:00"",""ReceivedBy"":""Rohan Das""}",2013-01-17 08:35:00.0000000,Rohan Das,13,2013-01-17 07:00:00.0000000
873,426,401,875,3,2051,2001,16,10,2013-01-16,13542,0,NULL,NULL,"Unit 294, 2001 Lee Boulevard",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1923""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T08:40:00"",""ConNote"":""EAN-125-1923"",""DriverID"":13,""Latitude"":34.9119475,""Longitude"":-114.6066314,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T08:40:00"",""ReceivedBy"":""Mee-Kyong Sin""}",2013-01-17 08:40:00.0000000,Mee-Kyong Sin,13,2013-01-17 07:00:00.0000000
874,448,401,860,3,2095,2001,13,10,2013-01-16,11851,0,NULL,NULL,"Unit 20, 1175 Moresby Street",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1924""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T08:45:00"",""ConNote"":""EAN-125-1924"",""DriverID"":13,""Latitude"":39.3751976,""Longitude"":-118.5829202,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T08:45:00"",""ReceivedBy"":""Jae-Hwa Min""}",2013-01-17 08:45:00.0000000,Jae-Hwa Min,13,2013-01-17 07:00:00.0000000
875,454,401,871,3,2107,2001,16,10,2013-01-16,13508,0,NULL,NULL,"Suite 191, 1924 Spousta Lane",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1925""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T08:50:00"",""ConNote"":""EAN-125-1925"",""DriverID"":13,""Latitude"":18.4585569,""Longitude"":-66.7762868,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T08:50:00"",""ReceivedBy"":""Harri Kask""}",2013-01-17 08:50:00.0000000,Harri Kask,13,2013-01-17 07:00:00.0000000
876,464,401,897,3,2127,2001,20,10,2013-01-16,19586,0,NULL,NULL,"Unit 91, 710 Barbosa Lane",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1926""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T08:55:00"",""ConNote"":""EAN-125-1926"",""DriverID"":13,""Latitude"":46.8150051,""Longitude"":-101.8298770,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T08:55:00"",""ReceivedBy"":""Gabriela Chirila""}",2013-01-17 08:55:00.0000000,Gabriela Chirila,13,2013-01-17 07:00:00.0000000
877,465,401,872,3,2129,2001,13,10,2013-01-16,16766,0,NULL,NULL,"Shop 214, 176 Zvirbule Crescent",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1927""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:00:00"",""ConNote"":""EAN-125-1927"",""DriverID"":13,""Latitude"":36.4509861,""Longitude"":-95.7320982,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:00:00"",""ReceivedBy"":""Nagur Atluri""}",2013-01-17 09:00:00.0000000,Nagur Atluri,13,2013-01-17 07:00:00.0000000
878,469,401,861,3,2137,2001,14,10,2013-01-16,10843,0,NULL,NULL,"Unit 280, 1314 Arvidsson Boulevard",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1928""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:05:00"",""ConNote"":""EAN-125-1928"",""DriverID"":13,""Latitude"":37.4156408,""Longitude"":-84.1918770,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:05:00"",""ReceivedBy"":""Sarmis Skujins""}",2013-01-17 09:05:00.0000000,Sarmis Skujins,13,2013-01-17 07:00:00.0000000
879,524,401,891,3,2247,2001,15,10,2013-01-16,10221,0,NULL,NULL,"Unit 271, 336 Kasesalu Lane",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1929""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:10:00"",""ConNote"":""EAN-125-1929"",""DriverID"":13,""Latitude"":46.7216102,""Longitude"":-92.4593566,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:10:00"",""ReceivedBy"":""Baalaamani Veturi""}",2013-01-17 09:10:00.0000000,Baalaamani Veturi,13,2013-01-17 07:00:00.0000000
880,537,401,881,3,2273,2001,14,10,2013-01-16,17182,0,NULL,NULL,"Unit 246, 1280 Tran Boulevard",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1930""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:15:00"",""ConNote"":""EAN-125-1930"",""DriverID"":13,""Latitude"":56.9455556,""Longitude"":-154.1702778,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:15:00"",""ReceivedBy"":""Deepesh Bose""}",2013-01-17 09:15:00.0000000,Deepesh Bose,13,2013-01-17 07:00:00.0000000
881,560,401,889,3,2319,2001,6,10,2013-01-16,17432,0,NULL,NULL,"Suite 72, 148 ChÃ¡vez Street",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1931""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:20:00"",""ConNote"":""EAN-125-1931"",""DriverID"":13,""Latitude"":18.0819088,""Longitude"":-65.7979390,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:20:00"",""ReceivedBy"":""Flora Olofsson""}",2013-01-17 09:20:00.0000000,Flora Olofsson,13,2013-01-17 07:00:00.0000000
882,569,401,888,3,2337,2001,13,10,2013-01-16,12973,0,NULL,NULL,"Shop 39, 692 Barney Lane",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1932""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:25:00"",""ConNote"":""EAN-125-1932"",""DriverID"":13,""Latitude"":27.7336410,""Longitude"":-81.5831327,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:25:00"",""ReceivedBy"":""Halit Gunes""}",2013-01-17 09:25:00.0000000,Halit Gunes,13,2013-01-17 07:00:00.0000000
883,574,401,902,3,2347,2001,7,10,2013-01-16,13978,0,NULL,NULL,"Suite 207, 550 Alexandrova Lane",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1933""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:30:00"",""ConNote"":""EAN-125-1933"",""DriverID"":13,""Latitude"":45.1473445,""Longitude"":-122.5770322,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:30:00"",""ReceivedBy"":""Monika Valentova""}",2013-01-17 09:30:00.0000000,Monika Valentova,13,2013-01-17 07:00:00.0000000
884,577,401,892,3,2353,2001,20,10,2013-01-16,11832,0,NULL,NULL,"Shop 170, 1688 Madhunapantula Avenue",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1934""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:35:00"",""ConNote"":""EAN-125-1934"",""DriverID"":13,""Latitude"":42.6292474,""Longitude"":-73.3581648,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:35:00"",""ReceivedBy"":""Taner YÄ±lmaz""}",2013-01-17 09:35:00.0000000,Taner YÄ±lmaz,13,2013-01-17 07:00:00.0000000
885,590,401,882,3,2379,2001,20,10,2013-01-16,16926,0,NULL,NULL,"Shop 214, 1654 Duong Lane",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1935""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:40:00"",""ConNote"":""EAN-125-1935"",""DriverID"":13,""Latitude"":35.2593056,""Longitude"":-81.0753535,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:40:00"",""ReceivedBy"":""Aija Lukstina""}",2013-01-17 09:40:00.0000000,Aija Lukstina,13,2013-01-17 07:00:00.0000000
886,594,401,868,3,2387,2001,20,10,2013-01-16,11125,0,NULL,NULL,"Shop 55, 607 Szolosy Street",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1936""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:45:00"",""ConNote"":""EAN-125-1936"",""DriverID"":13,""Latitude"":30.3079384,""Longitude"":-104.0190718,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:45:00"",""ReceivedBy"":""Caterina Fallaci""}",2013-01-17 09:45:00.0000000,Caterina Fallaci,13,2013-01-17 07:00:00.0000000
887,806,806,767,3,3006,3006,20,10,2013-01-16,12465,0,NULL,NULL,"Suite 13, 808 Riutta Street",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1937""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:50:00"",""ConNote"":""EAN-125-1937"",""DriverID"":13,""Latitude"":41.7749592,""Longitude"":-107.1131030,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:50:00"",""ReceivedBy"":""Shi Tu""}",2013-01-17 09:50:00.0000000,Shi Tu,13,2013-01-17 07:00:00.0000000
888,823,823,867,3,3023,3023,8,10,2013-01-16,15978,0,NULL,NULL,"Unit 9, 266 Shenoy Road",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1938""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:55:00"",""ConNote"":""EAN-125-1938"",""DriverID"":13,""Latitude"":42.4788677,""Longitude"":-94.7188696,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:55:00"",""ReceivedBy"":""Francisca Laureano""}",2013-01-17 09:55:00.0000000,Francisca Laureano,13,2013-01-17 07:00:00.0000000
889,910,910,884,3,3110,3110,2,10,2013-01-16,16584,0,NULL,NULL,"Unit 18, 469 Valbe Road",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1939""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T10:00:00"",""ConNote"":""EAN-125-1939"",""DriverID"":13,""Latitude"":29.3791112,""Longitude"":-90.2600787,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T10:00:00"",""ReceivedBy"":""Elina Kaleja""}",2013-01-17 10:00:00.0000000,Elina Kaleja,13,2013-01-17 07:00:00.0000000
890,963,963,880,3,3163,3163,13,10,2013-01-16,15912,0,NULL,NULL,"Unit 26, 33 Rezaei Boulevard",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1940""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T10:05:00"",""ConNote"":""EAN-125-1940"",""DriverID"":13,""Latitude"":35.8487128,""Longitude"":-98.4369111,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-17T10:05:00"",""ReceivedBy"":""Be Trang""}",2013-01-17 10:05:00.0000000,Be Trang,13,2013-01-17 07:00:00.0000000
891,987,987,896,3,3187,3187,8,10,2013-01-16,15926,0,NULL,NULL,"Shop 6, 372 Ghatak Crescent",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1941""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T10:10:00"",""ConNote"":""EAN-125-1941"",""DriverID"":13,""Latitude"":33.8262286,""Longitude"":-93.9610220,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T10:10:00"",""ReceivedBy"":""Akhil Nadar""}",2013-01-17 10:10:00.0000000,Akhil Nadar,13,2013-01-17 07:00:00.0000000
892,987,987,899,3,3187,3187,15,10,2013-01-16,16038,0,NULL,NULL,"Shop 6, 372 Ghatak Crescent",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1942""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T10:15:00"",""ConNote"":""EAN-125-1942"",""DriverID"":13,""Latitude"":33.8262286,""Longitude"":-93.9610220,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T10:15:00"",""ReceivedBy"":""Akhil Nadar""}",2013-01-17 10:15:00.0000000,Akhil Nadar,13,2013-01-17 07:00:00.0000000
893,997,997,877,3,3197,3197,6,10,2013-01-16,10327,0,NULL,NULL,"Unit 7, 1746 Das Avenue",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1943""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T10:20:00"",""ConNote"":""EAN-125-1943"",""DriverID"":13,""Latitude"":26.6761772,""Longitude"":-80.0739309,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T10:20:00"",""ReceivedBy"":""Nada Ana Slosar""}",2013-01-17 10:20:00.0000000,Nada Ana Slosar,13,2013-01-17 07:00:00.0000000
894,969,969,866,3,3169,3169,16,10,2013-01-17,19909,0,NULL,NULL,"Suite 8, 1532 Dewangan Street",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1944""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:05:00"",""ConNote"":""EAN-125-1944"",""DriverID"":16,""Latitude"":40.4033346,""Longitude"":-95.5985986,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:05:00"",""ReceivedBy"":""Staffan Persson""}",2013-01-18 07:05:00.0000000,Staffan Persson,16,2013-01-18 07:00:00.0000000
895,170,1,903,3,1339,1001,16,10,2013-01-17,18131,0,NULL,NULL,"Unit 109, 1568 Srisati Boulevard",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1945""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:10:00"",""ConNote"":""EAN-125-1945"",""DriverID"":16,""Latitude"":40.8884329,""Longitude"":-73.8281895,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:10:00"",""ReceivedBy"":""Daniella Barbosa""}",2013-01-18 07:10:00.0000000,Daniella Barbosa,16,2013-01-18 07:00:00.0000000
896,980,980,904,3,3180,3180,13,10,2013-01-17,15597,0,NULL,NULL,"Shop 13, 419 Brkic Crescent",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1946""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:15:00"",""ConNote"":""EAN-125-1946"",""DriverID"":16,""Latitude"":44.6994307,""Longitude"":-88.5453795,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:15:00"",""ReceivedBy"":""Om Yadav""}",2013-01-18 07:15:00.0000000,Om Yadav,16,2013-01-18 07:00:00.0000000
897,936,936,905,3,3136,3136,3,10,2013-01-17,14036,0,NULL,NULL,"Unit 31, 413 Wattanasin Boulevard",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1947""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:20:00"",""ConNote"":""EAN-125-1947"",""DriverID"":16,""Latitude"":33.4147680,""Longitude"":-111.9093095,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:20:00"",""ReceivedBy"":""Ludmila Smidova""}",2013-01-18 07:20:00.0000000,Ludmila Smidova,16,2013-01-18 07:00:00.0000000
898,803,803,906,3,3003,3003,3,10,2013-01-17,18204,0,NULL,NULL,"Unit 7, 844 Magnusson Lane",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1948""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:25:00"",""ConNote"":""EAN-125-1948"",""DriverID"":16,""Latitude"":40.8657308,""Longitude"":-120.4602262,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:25:00"",""ReceivedBy"":""Bala Dixit""}",2013-01-18 07:25:00.0000000,Bala Dixit,16,2013-01-18 07:00:00.0000000
899,98,1,907,3,1195,1001,15,10,2013-01-17,14474,0,NULL,NULL,"Unit 30, 1437 Ahmadian Avenue",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1949""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:30:00"",""ConNote"":""EAN-125-1949"",""DriverID"":16,""Latitude"":32.7920000,""Longitude"":-115.5630514,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:30:00"",""ReceivedBy"":""Timea Peto""}",2013-01-18 07:30:00.0000000,Timea Peto,16,2013-01-18 07:00:00.0000000
900,421,401,908,3,2041,2001,13,10,2013-01-17,18082,0,NULL,NULL,"Unit 17, 1985 Flamand Lane",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1950""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:35:00"",""ConNote"":""EAN-125-1950"",""DriverID"":16,""Latitude"":31.9534835,""Longitude"":-86.3138546,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:35:00"",""ReceivedBy"":""Nishant Patil""}",2013-01-18 07:35:00.0000000,Nishant Patil,16,2013-01-18 07:00:00.0000000
901,987,987,909,3,3187,3187,6,10,2013-01-17,19921,0,NULL,NULL,"Shop 6, 372 Ghatak Crescent",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1951""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:40:00"",""ConNote"":""EAN-125-1951"",""DriverID"":16,""Latitude"":33.8262286,""Longitude"":-93.9610220,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:40:00"",""ReceivedBy"":""Akhil Nadar""}",2013-01-18 07:40:00.0000000,Akhil Nadar,16,2013-01-18 07:00:00.0000000
902,943,943,910,3,3143,3143,16,10,2013-01-17,10470,0,NULL,NULL,"Unit 23, 1577 Lam Lane",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1952""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:45:00"",""ConNote"":""EAN-125-1952"",""DriverID"":16,""Latitude"":33.8273947,""Longitude"":-78.6427922,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:45:00"",""ReceivedBy"":""Drazenka Jelic""}",2013-01-18 07:45:00.0000000,Drazenka Jelic,16,2013-01-18 07:00:00.0000000
903,50,1,911,3,1099,1001,16,10,2013-01-17,17428,0,NULL,NULL,"Unit 257, 1715 Samaniego Street",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1953""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:50:00"",""ConNote"":""EAN-125-1953"",""DriverID"":16,""Latitude"":39.0820511,""Longitude"":-79.6453386,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:50:00"",""ReceivedBy"":""Marcela Jankova""}",2013-01-18 07:50:00.0000000,Marcela Jankova,16,2013-01-18 07:00:00.0000000
904,958,958,912,3,3158,3158,16,10,2013-01-17,15223,0,NULL,NULL,"Suite 23, 1356 Dao Avenue",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1954""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:55:00"",""ConNote"":""EAN-125-1954"",""DriverID"":16,""Latitude"":26.1947962,""Longitude"":-98.1836216,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:55:00"",""ReceivedBy"":""Valentin Tirlea""}",2013-01-18 07:55:00.0000000,Valentin Tirlea,16,2013-01-18 07:00:00.0000000
905,533,401,913,3,2265,2001,14,10,2013-01-17,14439,0,NULL,NULL,"Shop 131, 880 Mannik Lane",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1955""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:00:00"",""ConNote"":""EAN-125-1955"",""DriverID"":16,""Latitude"":35.5548377,""Longitude"":-97.5727124,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:00:00"",""ReceivedBy"":""Vanita Bhowmick""}",2013-01-18 08:00:00.0000000,Vanita Bhowmick,16,2013-01-18 07:00:00.0000000
906,499,401,914,3,2197,2001,16,10,2013-01-17,14800,0,NULL,NULL,"Shop 20, 1046 Saucier Road",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1956""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:05:00"",""ConNote"":""EAN-125-1956"",""DriverID"":16,""Latitude"":39.8500679,""Longitude"":-82.1220868,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:05:00"",""ReceivedBy"":""Masa Buecek""}",2013-01-18 08:05:00.0000000,Masa Buecek,16,2013-01-18 07:00:00.0000000
